"Grantor Primary SMTP";"Grantor Display Name";"Grantor Recipient Type";"Grantor Environment";"Folder";"Permission";"Allow/Deny";"Inherited";"InheritanceType";"Trustee Original Identity";"Trustee Primary SMTP";"Trustee Display Name";"Trustee Recipient Type";"Trustee Environment"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Archiv";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Archiv";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Aufgaben";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Aufgaben";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Calendar Logging";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Calendar Logging";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Conversation Action Settings";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Conversation Action Settings";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Conversation Action Settings1";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Conversation Action Settings1";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Dateien";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Dateien";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Deletions";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Deletions";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/DiscoveryHolds";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/DiscoveryHolds";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Dumpster";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Dumpster";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Einstellungen für QuickSteps";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Einstellungen für QuickSteps";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Einstellungen für Unterhaltungsaktionen";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Einstellungen für Unterhaltungsaktionen";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Entwürfe";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Entwürfe";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/ExternalContacts";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/ExternalContacts";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Gelöschte Elemente";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Gelöschte Elemente";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Gesendete Elemente";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Gesendete Elemente";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Journal";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Journal";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Junk-E-Mail";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Junk-E-Mail";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Junk-E-Mail";"Owner";"Allow";"False";"None";"Doe Jane";"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kalender";"AvailabilityOnly";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kalender";"LimitedDetails";"Allow";"False";"None";"Doe John";"john.doe@example.com";"Doe John";"UserMailbox/UserMailbox";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kalender";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kalender/Feiertage in Österreich";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kalender/Feiertage in Österreich";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kalender/Geburtstage";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kalender/Geburtstage";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kalender/Doe John";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kalender/Doe John";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/{06967759-274D-40B2-A3EB-D7F9E73727D7}";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/{06967759-274D-40B2-A3EB-D7F9E73727D7}";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/{A9E2BC46-B3A0-4243-B315-60D991004455}";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/{A9E2BC46-B3A0-4243-B315-60D991004455}";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Firmen";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Firmen";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/GAL Contacts";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/GAL Contacts";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Organizational Contacts";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Organizational Contacts";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/PeopleCentricConversation Buddies";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/PeopleCentricConversation Buddies";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Recipient Cache";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Kontakte/Recipient Cache";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/News Feed";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/News Feed";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/News Feed";"Owner";"Allow";"False";"None";"Doe Jane";"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Notizen";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Notizen";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/PersonMetadata";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/PersonMetadata";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Postausgang";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Postausgang";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Posteingang";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Posteingang";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Posteingang/Subfolder1";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Posteingang/Subfolder1";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Posteingang/Subfolder2";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Posteingang/Subfolder2";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Purges";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Purges";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Quick Step Settings";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Quick Step Settings";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Quick Step Settings";"Owner";"Allow";"False";"None";"Doe Jane";"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/RSS-Feeds";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/RSS-Feeds";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/RSS-Feeds";"Owner";"Allow";"False";"None";"Doe Jane";"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Social Activity Notifications";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Social Activity Notifications";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/SubstrateHolds";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/SubstrateHolds";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Synchronisierungsprobleme";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Synchronisierungsprobleme";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Synchronisierungsprobleme/Konflikte";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Synchronisierungsprobleme/Konflikte";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Synchronisierungsprobleme/Lokale Fehler";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Synchronisierungsprobleme/Lokale Fehler";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Synchronisierungsprobleme/Serverfehler";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Synchronisierungsprobleme/Serverfehler";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Verlauf der Unterhaltung";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Verlauf der Unterhaltung";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Verlauf der Unterhaltung/Teamchat";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Verlauf der Unterhaltung/Teamchat";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Versions";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Versions";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Yammer-Stamm";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Yammer-Stamm";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Yammer-Stamm/Ausgehend";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Yammer-Stamm/Ausgehend";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Yammer-Stamm/Eingehend";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Yammer-Stamm/Eingehend";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Yammer-Stamm/Feeds";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"jane.doe@example.com";"Doe Jane";"UserMailbox/UserMailbox";"Cloud";"/Yammer-Stamm/Feeds";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"";"FullAccess";"Allow";"False";"All";"Discovery Management";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Calendar Logging";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Calendar Logging";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Calendar";"AvailabilityOnly";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Calendar";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Contacts";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Contacts";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Contacts/Recipient Cache";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Contacts/Recipient Cache";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Conversation History";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Conversation History";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Conversation History/Team Chat";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Conversation History/Team Chat";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Deleted Items";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Deleted Items";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Deletions";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Deletions";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Drafts";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Drafts";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Files";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Files";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Inbox";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Inbox";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Journal";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Journal";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Junk Email";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Junk Email";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Notes";"None";"Allow";"False";"None";"Anonymous";"";"";"";"Cloud"
"DiscoverySearchMailbox{D919BA05-46A6-415f-80AD-7E09334BB852}@examplecom.onmicrosoft.com";"Discovery Search Mailbox";"UserMailbox/DiscoveryMailbox";"Cloud";"/Notes";"None";"Allow";"False";"None";"Default";"";"";"";"Cloud"
